,zcr_mean,sc_mean,mfcc_mean1,mfcc_mean2,mfcc_mean3,mfcc_mean4,mfcc_mean5,mfcc_mean6,mfcc_mean7,mfcc_mean8,mfcc_mean9,mfcc_mean10,mfcc_mean11,mfcc_mean12,mfcc_mean13,mfcc_mean14,mfcc_mean15,mfcc_mean16,mfcc_mean17,mfcc_mean18,mfcc_mean19,mfcc_mean20,rolloff_mean,tempo,mfcc_var1,mfcc_var2,mfcc_var3,mfcc_var4,mfcc_var5,mfcc_var6,mfcc_var7,mfcc_var8,mfcc_var9,mfcc_var10,mfcc_var11,mfcc_var12,mfcc_var13,mfcc_var14,mfcc_var15,mfcc_var16,mfcc_var17,mfcc_var18,mfcc_var19,mfcc_var20,zcr_vcr,sc_var,rolloff_var,labels
0,-0.06579481696244471,-0.3960437040762624,0.7039237152939593,0.4986894955591755,-0.9998608707723863,0.9728189845353619,-1.0579223014178185,0.39340123545447536,-0.11872005135792627,-0.11418373964187238,-0.5715865966997516,0.30365371470312685,-0.6330721552895668,-0.1427781394285113,0.24209295837793626,-0.15677402071853688,-0.8912874613984052,-0.8828618141097414,-1.2409836625477293,-1.1734852816266073,-0.7539416359977396,-0.4281701661047115,-0.34476004879966576,0.8577537463914378,-0.5750645408916082,-0.7733222661176713,-0.9916206317363251,-0.9497696493842528,-0.9247991005198675,-0.9558805537448761,-0.9759530201349917,-0.9972175885207464,-0.8509406870360061,-0.8625823129319158,-0.8808104205541993,-0.9342900762611526,-1.008031148106624,-0.9211333593794504,-0.7790420540112384,-0.9719695557865027,-0.9415455793489309,-0.7274249652439738,-0.8477964422531464,-0.3978383824882284,-0.6747843354795712,-0.7553756562295502,-0.9843553975169589,1.0
1,0.19438828390514082,0.04744929452023047,1.7215742144965145,-0.11047183008433019,-0.9573333316585971,-0.5303217066828547,-0.6804189205655328,0.5507038547538481,1.237940518866434,-0.21405590140316558,-0.6510201039181178,-1.1142602647426014,0.3093649238042971,0.2685028879239727,0.7563978716374014,0.15711708542668607,0.4344501379563636,-0.7476353310011579,0.601072979558959,0.052117982513947995,-0.23654177519816189,-0.8139887664329835,-0.052065610153983484,-0.25250154491751686,-0.5203046373129709,-0.5751126223023358,-0.6827110083064594,-0.43396372682266426,-0.717865808293773,-0.5230167212384469,-0.7995667123632835,0.6236430264759698,-0.1584901547756985,-0.5048060613027109,-0.30279135359483894,0.20799609325975074,1.4666634202797246,1.9101984710511246,0.6287649942483442,1.7095830407296964,2.0938742631230816,1.7447520439109059,0.9235673849697358,-0.057626517029676125,-0.679284665535297,-0.6356973329629637,-0.6963775082365113,1.0
2,0.042107912407320425,-0.3740591772213299,1.0642361896828598,0.4010303350354822,-0.5165964619658361,1.7469904760853503,-0.29966829459434996,0.6584384389761968,-0.6550676367808822,1.6057419667486732,0.4350456341558105,-0.22086168712080298,-0.618769682027308,-0.5748982144433765,-0.27299435108259573,-0.530331157942065,0.2175184492752167,-1.3225090948461697,-0.20733745928537983,-1.2626453442657455,-0.3185613332100927,0.384605980495278,-0.3532732482512764,-0.5552984425472314,-0.5978468305427312,-0.238224480376796,-0.7141893578414308,-0.41812570790266906,-0.5181564309093993,-0.8343972790417059,-0.6313843844319146,-0.6902876709024007,-0.7880852790304175,-0.8650239687341514,-0.6823862524715888,-0.27247393433525335,-0.9605886487144984,-0.8571553562058969,-0.7168659534879104,-0.6312201358747758,-0.34733132914438114,-0.2200084622081637,-0.5412096023404656,-0.24426714927813634,-0.14825934576689587,-0.4098903709272058,-0.6208951846549025,1.0
3,-0.15312197685924958,-0.5657925683827358,0.5750093699775828,0.09099121434168025,-1.1628237868994957,1.0180882359472152,1.5376710246837548,-0.20671614352073464,0.8114884273267452,1.0700287560546253,0.6450795420237935,1.8422126892439583,0.8033523905634675,1.2032122598751114,1.1985507392558312,2.078825197748968,2.8390697808305414,2.54059125247243,1.4814417999202172,0.34697049947361436,0.20588582741861358,0.7722438583428226,-0.6675167230088475,1.3149176898715949,-0.7283717263154246,-0.9066947070567332,-0.6177143615214357,-0.6374429586378327,-0.8461763405996849,-0.6994939524669668,-0.7791230593791578,-0.665293840391456,-0.7849416185347405,-0.7760433779289274,-0.8399440319386667,-0.8083227811433455,-0.5582185626402405,-0.6394339199998659,-0.2045742340716993,0.025853061901257933,0.999834482774613,0.22207527796112128,-0.18573237643241686,-0.11663598207353089,-0.39256782671984475,-0.7143715254298759,-1.0318698485178772,1.0
4,-1.2383378094472248,-1.2267630880032714,-1.608405866310736,0.5720681173632293,1.8878327492604727,0.19829272270260548,0.1490853930864092,-0.17022054111846754,-0.6577068349290363,-0.3918020202211622,-0.21560138505471477,-1.62712897916972,0.05605718558778495,-0.9627773608959377,-0.19461830440435746,0.8906449904791527,0.15522628625308513,-0.4853584975037704,-0.9970228015793845,-0.5469924656246473,-0.4503796096908684,-1.7145468746552768,-1.3637900231574385,-0.25250154491751686,-0.36589909233630724,-0.6300005186961699,-0.6545853778925643,-0.48878937578021303,-0.8424452500501511,-0.3260331082451282,-0.756584639196701,-0.37158008837610373,-0.7187667354512367,-0.44066972009082833,-0.5797302672977549,-0.7393725408849663,-0.7286460347665132,-0.897419557736238,-0.9062711906165174,-0.42211218347932883,-0.7709404997958217,-0.6849214374570466,-0.3758312737379266,-0.4062373803071768,-0.7100786282360214,-0.7388295585866452,-0.6576696141779447,1.0
5,-0.38500705801466617,-0.45218183101872983,1.6804419464947826,0.28810857027147907,0.1767937946731746,0.6199386761138735,-0.11587840039291575,0.07455496196674588,0.4497624615338733,-1.3240319481841047,0.6969843830253909,1.1070141163527745,-0.3217897998930646,0.7725424670008262,-1.3709595890430386,0.5365971849850755,1.5341368395537045,0.0488030688139358,-0.7055998371690102,-1.1863815356940006,0.5658793420365634,0.724715730978577,-0.26016012924928694,-0.5552984425472314,-0.5421609105525766,-0.6833622310738491,-0.6307429877370565,-0.7133184119072908,-0.8334972574560521,-0.751702776198385,-0.7820985009513111,-0.8151542128841056,0.5652015407222796,-0.11686953249837091,0.4927207489890461,3.378368861526936,0.27424368709878605,0.409324360469185,0.4798475213339091,0.3958242843737376,0.7682884896447796,0.23894387641209436,0.3102954123296428,0.3828602429188993,-0.4865990834785,-0.6098783764653456,-0.804899673576802,1.0
6,0.07410847675472627,0.673469095760593,1.4959773258243567,-0.5911194254602138,0.6287931972629259,-0.4928110547425791,1.0646483612189677,1.0722570141374772,-0.4686630177355422,0.6172740777561411,0.940858077532105,1.097391855377589,-0.1369980446164796,-0.6598222898330023,0.3414319337840019,-1.0155511014941734,-0.9415355079479856,-1.0331502894781797,-1.0928907989976893,-1.5478169727364792,-1.2684465954761552,-0.20010876329884164,1.2439093838639916,0.8577537463914378,-0.20428230777307463,-0.47524039354031417,-0.6803082326044179,-0.7876204612887511,-0.5030998491004711,-0.8097548245400835,-0.8039270120205357,-0.732830219268623,-0.7447307115262577,-0.6962308301812221,-0.7949956440199927,-0.8712665094215163,-0.8401890021615852,-0.8948555906775946,-0.8729077706738971,-0.7070576561259065,-0.747882973898246,-0.6907081985692985,-0.20246758146252278,0.6423845277487069,-0.5930223416196414,-0.18073590804809092,0.12111802376034188,1.0
7,-0.48518733714522266,-0.047359326903956965,0.6968657257121714,0.07042056658692683,0.9752408566972328,-0.2683872915721777,-0.7449157375587498,0.8994127586525106,0.005817428242305621,0.28487059629588185,0.3401887886196286,-0.19855324344644854,0.42254779817973387,-0.5303214712083807,-0.1265845758284377,-0.8646068899717336,-1.7308737801728553,-0.6988774748262025,-1.2242037436028244,-0.590290529995097,-2.112268970209294,-0.45244696705980564,0.4821908629311456,-1.7328419333294565,-0.4840341156779884,-0.32009764578812683,-0.5888276513242912,-0.8215656779367284,-0.7125721152040916,-0.9434591440047913,-0.8942245687620585,-0.87880794007897,-0.8342469774867679,-0.9038267830759644,-0.9855394126832593,-0.6531540138642798,-0.41338907756015136,-0.9705131375112687,-0.6405541546705685,-0.43293257521357603,-0.13073842913146097,-0.4451071603385617,-0.5155778834842317,-0.6259050468262262,-0.5616492898408287,-0.14037391724200549,0.3684621747886513,1.0
8,-0.7250593360137934,-1.356854497986949,-0.9448432632095938,1.8631154508403631,-0.7206597905350699,-0.5038111100131898,-0.2618125307612255,-0.21082924725780197,-0.3675495280372431,-1.2469110613456036,-1.278440247361988,-0.5346265484349337,-0.08803601049076715,1.1080197801902272,0.26802400339671445,-0.16638323720137502,0.14667616424783078,0.9864086697528647,1.0911426069784103,-0.39174340981082356,-0.25472845783156467,-0.3366006899652028,-1.497872914520303,0.44871232327761307,-0.7655129492222984,-0.8828386171169503,-0.9363767639925908,-0.8561701115437067,-0.9104429940190545,-0.9464388992633519,-0.7565866569198187,-0.7324395418351232,-0.7893128521422378,-0.7066283542841054,-0.5554982844784854,-0.7461482178010387,-0.6519782882629583,-1.0840041928241706,-0.9507795477306358,-0.835084054720664,-0.797944229894269,-0.4380954643923294,-0.7689683008419546,0.11726273123918415,-0.714407694763608,-0.806974440094949,-1.0237917935300285,1.0
9,-0.7975763173696503,-0.6569682159371613,0.2787324989570748,0.3903418446041949,1.2051946256062451,-0.23856187808867424,0.19217378328875248,0.3412738381338013,1.0197865618966833,0.19564663780295968,0.6343480817413192,-0.6413889403157244,-0.8881494021004036,-0.16955600103785273,-0.5822717742915238,-2.0853767202222895,-0.777416242007967,1.075017428050672,2.361194872176443,2.030626422379758,0.13327753338547632,-0.9207860101834862,-0.4142490393234361,-0.25250154491751686,-0.6630427133617697,-0.28596665225268,-0.2342691474061157,-0.8211557846856354,-0.8222638918892388,-0.6622199718079835,-0.939814816715358,-0.3311772883619823,-0.90822450082604,-0.6783093898101905,-0.04893957459897756,-0.9471851774590847,-0.4655296599219249,0.7661817006837163,1.4759989603854136,0.6464833106225856,-0.26398764790773993,0.6035569846037216,0.522354220506365,-0.415366805156798,-0.6554854223860397,-0.3846089557782981,0.8159543563947357,1.0
